ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
103.156.249.34,8085,,,"[ProtocolDataType(type=http, port=8085, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8085, tls=true, autoRead=[false])]",,false,,Indonesia,ID,-7.982600212097168,112.63079833984375,AS58821,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1581, connections=ConnectionAttempts(success=1172, fail=13330), uptime=8.0%), ora_UK=EndpointServerData(ping=3424, connections=ConnectionAttempts(success=819, fail=13696), uptime=5.0%), ora_JP=EndpointServerData(ping=2454, connections=ConnectionAttempts(success=1181, fail=13312), uptime=8.0%), ms_HK=EndpointServerData(ping=2055, connections=ConnectionAttempts(success=1215, fail=13278), uptime=8.0%))",,"2022-11-02 00:07:57.0","2022-11-02 00:08:21.0",,,
103.156.249.37,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-7.982600212097168,112.63079833984375,AS58821,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1081, connections=ConnectionAttempts(success=960, fail=6309), uptime=13.0%), ora_UK=EndpointServerData(ping=1012, connections=ConnectionAttempts(success=724, fail=6577), uptime=9.0%), ora_JP=EndpointServerData(ping=606, connections=ConnectionAttempts(success=1140, fail=6156), uptime=15.0%), ms_HK=EndpointServerData(ping=522, connections=ConnectionAttempts(success=578, fail=6705), uptime=7.0%))",,"2022-11-01 23:55:35.0","2022-11-02 00:02:23.0",,,
103.158.121.186,1088,,,"[ProtocolDataType(type=socks4, port=1088, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.327700138092041,108.32150268554688,AS141127,"PerformanceConnectData(aws_NA=EndpointServerData(ping=844, connections=ConnectionAttempts(success=839, fail=6387), uptime=11.0%), ora_UK=EndpointServerData(ping=982, connections=ConnectionAttempts(success=633, fail=6579), uptime=8.0%), ora_JP=EndpointServerData(ping=514, connections=ConnectionAttempts(success=916, fail=6298), uptime=12.0%), ms_HK=EndpointServerData(ping=462, connections=ConnectionAttempts(success=489, fail=6751), uptime=6.0%))",,"2022-11-02 00:02:51.0","2022-11-02 00:03:52.0",,,
103.159.46.2,82,,,"[ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=true, autoRead=[false])]",,true,"King Netsol Private Limited",India,IN,23.027599334716797,72.58709716796875,AS141262,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2863, connections=ConnectionAttempts(success=1002, fail=27774), uptime=3.0%), ora_UK=EndpointServerData(ping=4146, connections=ConnectionAttempts(success=712, fail=28078), uptime=2.0%), ora_JP=EndpointServerData(ping=2717, connections=ConnectionAttempts(success=1014, fail=27731), uptime=3.0%), ms_HK=EndpointServerData(ping=3302, connections=ConnectionAttempts(success=1050, fail=27666), uptime=3.0%))",,"2022-11-02 00:00:04.0","2022-11-02 00:07:38.0",,,
103.159.46.34,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false])]",,true,"King Netsol Private Limited",India,IN,23.027599334716797,72.58709716796875,AS141262,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1554, connections=ConnectionAttempts(success=682, fail=40488), uptime=1.0%), ora_UK=EndpointServerData(ping=2326, connections=ConnectionAttempts(success=145, fail=41065), uptime=0.0%), ora_JP=EndpointServerData(ping=5514, connections=ConnectionAttempts(success=720, fail=40529), uptime=1.0%), ms_HK=EndpointServerData(ping=2743, connections=ConnectionAttempts(success=747, fail=40460), uptime=1.0%))",,"2022-11-02 00:05:50.0","2022-11-02 00:07:38.0",,,
103.159.47.9,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=true, autoRead=[false])]",,true,"King Netsol Private Limited",India,IN,23.027599334716797,72.58709716796875,AS141262,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5556, connections=ConnectionAttempts(success=1194, fail=34563), uptime=3.0%), ora_UK=EndpointServerData(ping=4458, connections=ConnectionAttempts(success=784, fail=34933), uptime=2.0%), ora_JP=EndpointServerData(ping=8345, connections=ConnectionAttempts(success=1159, fail=34590), uptime=3.0%), ms_HK=EndpointServerData(ping=1993, connections=ConnectionAttempts(success=1083, fail=34656), uptime=3.0%))",,"2022-11-01 23:56:36.0","2022-11-02 00:07:23.0",,,
103.159.47.34,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false])]",,true,"King Netsol Private Limited",India,IN,23.027599334716797,72.58709716796875,AS141262,"PerformanceConnectData(aws_NA=EndpointServerData(ping=9614, connections=ConnectionAttempts(success=791, fail=28004), uptime=2.0%), ora_UK=EndpointServerData(ping=3102, connections=ConnectionAttempts(success=568, fail=28204), uptime=1.0%), ora_JP=EndpointServerData(ping=7940, connections=ConnectionAttempts(success=810, fail=27953), uptime=2.0%), ms_HK=EndpointServerData(ping=7284, connections=ConnectionAttempts(success=805, fail=27957), uptime=2.0%))",,"2022-11-02 00:01:23.0","2022-11-02 00:07:38.0",,,
103.159.68.146,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"Agile Netlink Private Limited",India,IN,21.997400283813477,79.0010986328125,AS141283,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2479, connections=ConnectionAttempts(success=440, fail=14011), uptime=3.0%), ora_UK=EndpointServerData(ping=5589, connections=ConnectionAttempts(success=315, fail=14120), uptime=2.0%), ora_JP=EndpointServerData(ping=6152, connections=ConnectionAttempts(success=462, fail=13971), uptime=3.0%), ms_HK=EndpointServerData(ping=9581, connections=ConnectionAttempts(success=455, fail=14003), uptime=3.0%))",,"2022-11-02 00:01:16.0","2022-11-02 00:06:53.0",,,
103.159.200.3,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,Indapin,India,IN,21.997400283813477,79.0010986328125,AS133311,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2959, connections=ConnectionAttempts(success=1009, fail=13486), uptime=6.0%), ora_UK=EndpointServerData(ping=463, connections=ConnectionAttempts(success=741, fail=13776), uptime=5.0%), ora_JP=EndpointServerData(ping=6126, connections=ConnectionAttempts(success=1060, fail=13448), uptime=7.0%), ms_HK=EndpointServerData(ping=4965, connections=ConnectionAttempts(success=1010, fail=13536), uptime=6.0%))",,"2022-11-01 23:59:37.0","2022-11-02 00:07:23.0",,,
103.159.220.141,80,,,"[ProtocolDataType(type=https, port=80, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=80, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.211400032043457,106.84459686279297,AS58369,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1862, connections=ConnectionAttempts(success=1580, fail=27154), uptime=5.0%), ora_UK=EndpointServerData(ping=5721, connections=ConnectionAttempts(success=1086, fail=27685), uptime=3.0%), ora_JP=EndpointServerData(ping=454, connections=ConnectionAttempts(success=1621, fail=27146), uptime=5.0%), ms_HK=EndpointServerData(ping=355, connections=ConnectionAttempts(success=1561, fail=27197), uptime=5.0%))",,"2022-11-02 00:01:56.0","2022-11-02 00:07:52.0",,,
103.160.17.38,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.701799392700195,90.37419891357422,AS138336,"PerformanceConnectData(aws_NA=EndpointServerData(ping=955, connections=ConnectionAttempts(success=237, fail=7018), uptime=3.0%), ora_UK=EndpointServerData(ping=1037, connections=ConnectionAttempts(success=167, fail=7092), uptime=2.0%), ora_JP=EndpointServerData(ping=631, connections=ConnectionAttempts(success=292, fail=6988), uptime=4.0%), ms_HK=EndpointServerData(ping=538, connections=ConnectionAttempts(success=164, fail=7088), uptime=2.0%))",,"2022-11-02 00:07:20.0","2022-11-02 00:07:23.0",,,
103.160.132.26,82,,,"[ProtocolDataType(type=https, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[false])]",,true,Shraddha,India,IN,20.412599563598633,72.8292007446289,AS138716,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3126, connections=ConnectionAttempts(success=1699, fail=34226), uptime=4.0%), ora_UK=EndpointServerData(ping=3469, connections=ConnectionAttempts(success=1281, fail=34579), uptime=3.0%), ora_JP=EndpointServerData(ping=3883, connections=ConnectionAttempts(success=1789, fail=34131), uptime=4.0%), ms_HK=EndpointServerData(ping=4884, connections=ConnectionAttempts(success=1626, fail=34285), uptime=4.0%))",,"2022-11-01 23:59:21.0","2022-11-02 00:07:23.0",,,
103.161.30.1,83,,,"[ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[false])]",,true,"Venkata Sai Internet Pvt Ltd",India,IN,16.71820068359375,81.1041030883789,AS18229,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2400, connections=ConnectionAttempts(success=387, fail=14089), uptime=2.0%), ora_UK=EndpointServerData(ping=6101, connections=ConnectionAttempts(success=257, fail=14213), uptime=1.0%), ora_JP=EndpointServerData(ping=5069, connections=ConnectionAttempts(success=394, fail=14089), uptime=2.0%), ms_HK=EndpointServerData(ping=2963, connections=ConnectionAttempts(success=387, fail=14061), uptime=2.0%))",,"2022-11-02 00:00:55.0","2022-11-02 00:06:08.0",,,
103.161.31.41,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,"Venkata Sai Internet Pvt Ltd",India,IN,17.425399780273438,78.50749969482422,AS18229,"PerformanceConnectData(aws_NA=EndpointServerData(ping=827, connections=ConnectionAttempts(success=467, fail=6822), uptime=6.0%), ora_UK=EndpointServerData(ping=778, connections=ConnectionAttempts(success=322, fail=6980), uptime=4.0%), ora_JP=EndpointServerData(ping=570, connections=ConnectionAttempts(success=532, fail=6742), uptime=7.0%), ms_HK=EndpointServerData(ping=470, connections=ConnectionAttempts(success=303, fail=6976), uptime=4.0%))",,"2022-11-02 00:04:06.0","2022-11-02 00:06:53.0",,,
103.161.76.91,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"PT Interkoneksi Dan Komunikasi Indonesia",Indonesia,ID,-7.982600212097168,112.63079833984375,AS141611,"PerformanceConnectData(aws_NA=EndpointServerData(ping=973, connections=ConnectionAttempts(success=986, fail=6299), uptime=13.0%), ora_UK=EndpointServerData(ping=777, connections=ConnectionAttempts(success=700, fail=6587), uptime=9.0%), ora_JP=EndpointServerData(ping=592, connections=ConnectionAttempts(success=1091, fail=6190), uptime=14.0%), ms_HK=EndpointServerData(ping=1084, connections=ConnectionAttempts(success=592, fail=6685), uptime=8.0%))",,"2022-11-02 00:05:42.0","2022-11-02 00:07:52.0",,,
103.162.205.251,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8181, tls=true, autoRead=[false])]",,true,"PT Jaringan Inti Exadata",Indonesia,ID,-7.470200061798096,110.22129821777344,AS141664,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5509, connections=ConnectionAttempts(success=964, fail=13530), uptime=6.0%), ora_UK=EndpointServerData(ping=2627, connections=ConnectionAttempts(success=624, fail=13857), uptime=4.0%), ora_JP=EndpointServerData(ping=4741, connections=ConnectionAttempts(success=1002, fail=13499), uptime=6.0%), ms_HK=EndpointServerData(ping=7296, connections=ConnectionAttempts(success=1024, fail=13467), uptime=7.0%))",,"2022-11-01 23:54:19.0","2022-11-02 00:07:38.0",,,
103.163.36.142,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"PT Jaringan Buana Nusantara",Indonesia,ID,-6.172800064086914,106.82720184326172,AS138886,"PerformanceConnectData(aws_NA=EndpointServerData(ping=896, connections=ConnectionAttempts(success=691, fail=6535), uptime=9.0%), ora_UK=EndpointServerData(ping=908, connections=ConnectionAttempts(success=562, fail=6662), uptime=7.0%), ora_JP=EndpointServerData(ping=581, connections=ConnectionAttempts(success=748, fail=6498), uptime=10.0%), ms_HK=EndpointServerData(ping=528, connections=ConnectionAttempts(success=435, fail=6799), uptime=6.0%))",,"2022-11-01 23:59:01.0","2022-11-02 00:07:38.0",,,
103.163.134.4,8181,,,"[ProtocolDataType(type=http, port=8181, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false])]",,true,Provitel,Indonesia,ID,-6.172800064086914,106.82720184326172,AS141902,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3282, connections=ConnectionAttempts(success=465, fail=14019), uptime=3.0%), ora_UK=EndpointServerData(ping=3666, connections=ConnectionAttempts(success=164, fail=14290), uptime=1.0%), ora_JP=EndpointServerData(ping=3680, connections=ConnectionAttempts(success=453, fail=14002), uptime=3.0%), ms_HK=EndpointServerData(ping=2294, connections=ConnectionAttempts(success=431, fail=14065), uptime=2.0%))",,"2022-11-02 00:07:28.0","2022-11-02 00:07:38.0",,,
103.163.193.65,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=84, tls=true, autoRead=[false])]",,true,,India,IN,26.476299285888672,90.55370330810547,AS134276,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1334, connections=ConnectionAttempts(success=621, fail=20811), uptime=2.0%), ora_UK=EndpointServerData(ping=1846, connections=ConnectionAttempts(success=397, fail=21025), uptime=1.0%), ora_JP=EndpointServerData(ping=10158, connections=ConnectionAttempts(success=613, fail=20776), uptime=2.0%), ms_HK=EndpointServerData(ping=5104, connections=ConnectionAttempts(success=599, fail=20846), uptime=2.0%))",,"2022-11-02 00:00:52.0","2022-11-02 00:06:53.0",,,
103.164.99.58,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8181, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-7.085299968719482,112.70850372314453,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4264, connections=ConnectionAttempts(success=1111, fail=13408), uptime=7.0%), ora_UK=EndpointServerData(ping=588, connections=ConnectionAttempts(success=777, fail=13711), uptime=5.0%), ora_JP=EndpointServerData(ping=3442, connections=ConnectionAttempts(success=1019, fail=13483), uptime=7.0%), ms_HK=EndpointServerData(ping=4055, connections=ConnectionAttempts(success=1035, fail=13466), uptime=7.0%))",,"2022-11-01 23:59:55.0","2022-11-02 00:06:38.0",,,
103.164.116.170,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2103, connections=ConnectionAttempts(success=1211, fail=13269), uptime=8.0%), ora_UK=EndpointServerData(ping=1420, connections=ConnectionAttempts(success=933, fail=13584), uptime=6.0%), ora_JP=EndpointServerData(ping=2673, connections=ConnectionAttempts(success=1243, fail=13266), uptime=8.0%), ms_HK=EndpointServerData(ping=1396, connections=ConnectionAttempts(success=1276, fail=13241), uptime=8.0%))",,"2022-11-01 23:56:42.0","2022-11-02 00:07:08.0",,,
103.164.118.83,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2079, connections=ConnectionAttempts(success=998, fail=13496), uptime=6.0%), ora_UK=EndpointServerData(ping=2146, connections=ConnectionAttempts(success=713, fail=13782), uptime=4.0%), ora_JP=EndpointServerData(ping=2768, connections=ConnectionAttempts(success=1037, fail=13471), uptime=7.0%), ms_HK=EndpointServerData(ping=3579, connections=ConnectionAttempts(success=1071, fail=13436), uptime=7.0%))",,"2022-11-02 00:07:25.0","2022-11-02 00:07:38.0",,,
103.164.180.90,8080,,,"[ProtocolDataType(type=http, port=8080, tls=false, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,"Dinas Komunikasi dan Informatika Kabupaten Bangkalan",Indonesia,ID,-6.172800064086914,106.82720184326172,AS141911,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2744, connections=ConnectionAttempts(success=386, fail=3039), uptime=11.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=3418), uptime=0%), ora_JP=EndpointServerData(ping=1842, connections=ConnectionAttempts(success=370, fail=3061), uptime=10.0%), ms_HK=EndpointServerData(ping=3877, connections=ConnectionAttempts(success=377, fail=3048), uptime=11.0%))",,"2022-11-02 00:01:18.0","2022-11-02 00:06:53.0",,,
103.164.190.221,5430,,,"[ProtocolDataType(type=socks4, port=5430, tls=true, autoRead=[false])]",,true,Solusinet,Indonesia,ID,-6.172800064086914,106.82720184326172,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=838, connections=ConnectionAttempts(success=813, fail=6491), uptime=11.0%), ora_UK=EndpointServerData(ping=732, connections=ConnectionAttempts(success=582, fail=6716), uptime=7.0%), ora_JP=EndpointServerData(ping=543, connections=ConnectionAttempts(success=916, fail=6380), uptime=12.0%), ms_HK=EndpointServerData(ping=474, connections=ConnectionAttempts(success=465, fail=6830), uptime=6.0%))",,"2022-11-01 23:54:35.0","2022-11-02 00:08:07.0",,,
103.164.200.227,83,,,"[ProtocolDataType(type=http, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=82, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=82, tls=true, autoRead=[false])]",,true,"Densis Online Private Limited",India,IN,17.425399780273438,78.50749969482422,AS18229,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4027, connections=ConnectionAttempts(success=1143, fail=27294), uptime=4.0%), ora_UK=EndpointServerData(ping=4533, connections=ConnectionAttempts(success=811, fail=27595), uptime=2.0%), ora_JP=EndpointServerData(ping=2917, connections=ConnectionAttempts(success=1151, fail=27223), uptime=4.0%), ms_HK=EndpointServerData(ping=1060, connections=ConnectionAttempts(success=1072, fail=27291), uptime=3.0%))",,"2022-11-02 00:05:16.0","2022-11-02 00:08:07.0",,,
103.164.221.34,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,Solusinet,Indonesia,ID,-6.211400032043457,106.84459686279297,AS17995,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2771, connections=ConnectionAttempts(success=1412, fail=12979), uptime=9.0%), ora_UK=EndpointServerData(ping=7315, connections=ConnectionAttempts(success=918, fail=13472), uptime=6.0%), ora_JP=EndpointServerData(ping=2967, connections=ConnectionAttempts(success=1299, fail=13120), uptime=9.0%), ms_HK=EndpointServerData(ping=2652, connections=ConnectionAttempts(success=1342, fail=13052), uptime=9.0%))",,"2022-11-02 00:04:56.0","2022-11-02 00:07:08.0",,,
103.166.10.15,8181,,,"[ProtocolDataType(type=https, port=8181, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-8.144000053405762,111.98650360107422,AS139967,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3406, connections=ConnectionAttempts(success=255, fail=7013), uptime=3.0%), ora_UK=EndpointServerData(ping=4005, connections=ConnectionAttempts(success=153, fail=7115), uptime=2.0%), ora_JP=EndpointServerData(ping=7157, connections=ConnectionAttempts(success=216, fail=7057), uptime=2.0%), ms_HK=EndpointServerData(ping=2946, connections=ConnectionAttempts(success=229, fail=7053), uptime=3.0%))",,"2022-11-02 00:00:16.0","2022-11-02 00:03:08.0",,,
103.166.32.130,11080,,,"[ProtocolDataType(type=socks4, port=11080, tls=true, autoRead=[false])]",,true,"PT Daniswara Citra Informatika",Indonesia,ID,-6.172800064086914,106.82720184326172,AS141929,"PerformanceConnectData(aws_NA=EndpointServerData(ping=892, connections=ConnectionAttempts(success=642, fail=6646), uptime=8.0%), ora_UK=EndpointServerData(ping=1792, connections=ConnectionAttempts(success=505, fail=6773), uptime=6.0%), ora_JP=EndpointServerData(ping=560, connections=ConnectionAttempts(success=746, fail=6532), uptime=10.0%), ms_HK=EndpointServerData(ping=527, connections=ConnectionAttempts(success=434, fail=6838), uptime=5.0%))",,"2022-11-02 00:04:18.0","2022-11-02 00:07:52.0",,,
103.166.39.1,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false])]",,true,"Md Mamun Ahmed Sujon",Bangladesh,BD,23.701799392700195,90.37419891357422,AS142058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2546, connections=ConnectionAttempts(success=444, fail=13919), uptime=3.0%), ora_UK=EndpointServerData(ping=4274, connections=ConnectionAttempts(success=335, fail=14062), uptime=2.0%), ora_JP=EndpointServerData(ping=623, connections=ConnectionAttempts(success=509, fail=13842), uptime=3.0%), ms_HK=EndpointServerData(ping=1412, connections=ConnectionAttempts(success=320, fail=14063), uptime=2.0%))",,"2022-11-01 23:53:03.0","2022-11-02 00:08:07.0",,,
103.166.39.33,3629,,,"[ProtocolDataType(type=socks4, port=3629, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"Md Mamun Ahmed Sujon",Bangladesh,BD,23.701799392700195,90.37419891357422,AS142058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2368, connections=ConnectionAttempts(success=639, fail=20801), uptime=2.0%), ora_UK=EndpointServerData(ping=2217, connections=ConnectionAttempts(success=459, fail=20947), uptime=2.0%), ora_JP=EndpointServerData(ping=573, connections=ConnectionAttempts(success=756, fail=20670), uptime=3.0%), ms_HK=EndpointServerData(ping=1149, connections=ConnectionAttempts(success=554, fail=20838), uptime=2.0%))",,"2022-11-02 00:05:57.0","2022-11-02 00:07:52.0",,,
103.166.197.34,3128,,,"[ProtocolDataType(type=https, port=3128, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=3128, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS38758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=448, connections=ConnectionAttempts(success=1249, fail=13283), uptime=8.0%), ora_UK=EndpointServerData(ping=371, connections=ConnectionAttempts(success=846, fail=13675), uptime=5.0%), ora_JP=EndpointServerData(ping=615, connections=ConnectionAttempts(success=1257, fail=13278), uptime=8.0%), ms_HK=EndpointServerData(ping=500, connections=ConnectionAttempts(success=1263, fail=13281), uptime=8.0%))",,"2022-11-01 23:55:57.0","2022-11-02 00:07:52.0",,,
103.167.109.31,80,,,"[ProtocolDataType(type=https, port=80, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=80, tls=true, autoRead=[false])]",,true,"PT Agro Boga Utama",Indonesia,ID,-6.211400032043457,106.84459686279297,AS58369,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4375, connections=ConnectionAttempts(success=847, fail=13665), uptime=5.0%), ora_UK=EndpointServerData(ping=571, connections=ConnectionAttempts(success=510, fail=13976), uptime=3.0%), ora_JP=EndpointServerData(ping=5892, connections=ConnectionAttempts(success=826, fail=13680), uptime=5.0%), ms_HK=EndpointServerData(ping=5299, connections=ConnectionAttempts(success=839, fail=13627), uptime=5.0%))",,"2022-11-01 23:58:27.0","2022-11-02 00:07:38.0",,,
103.167.236.74,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"PT Whiz Digital Berjaya",Indonesia,ID,-6.172800064086914,106.82720184326172,AS142308,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1103, connections=ConnectionAttempts(success=942, fail=6363), uptime=12.0%), ora_UK=EndpointServerData(ping=1095, connections=ConnectionAttempts(success=701, fail=6595), uptime=9.0%), ora_JP=EndpointServerData(ping=805, connections=ConnectionAttempts(success=1047, fail=6244), uptime=14.0%), ms_HK=EndpointServerData(ping=839, connections=ConnectionAttempts(success=596, fail=6705), uptime=8.0%))",,"2022-11-02 00:06:04.0","2022-11-02 00:06:08.0",,,
103.168.29.228,9812,,,"[ProtocolDataType(type=http, port=9812, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=9812, tls=true, autoRead=[false])]",,true,"Dinas Komunikasi Informatika Persandian dan Statistik Kabuapten Bueleleng",Indonesia,ID,-6.172800064086914,106.82720184326172,AS142314,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2938, connections=ConnectionAttempts(success=1078, fail=13454), uptime=7.0%), ora_UK=EndpointServerData(ping=3434, connections=ConnectionAttempts(success=689, fail=13824), uptime=4.0%), ora_JP=EndpointServerData(ping=894, connections=ConnectionAttempts(success=1023, fail=13497), uptime=7.0%), ms_HK=EndpointServerData(ping=4667, connections=ConnectionAttempts(success=989, fail=13555), uptime=6.0%))",,"2022-11-02 00:02:38.0","2022-11-02 00:06:53.0",,,
103.169.186.71,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"PT Pratama Hasta Utama Solusindo",Indonesia,ID,-7.645899772644043,112.90740203857422,AS142352,"PerformanceConnectData(aws_NA=EndpointServerData(ping=895, connections=ConnectionAttempts(success=1018, fail=6210), uptime=14.0%), ora_UK=EndpointServerData(ping=1344, connections=ConnectionAttempts(success=660, fail=6563), uptime=9.0%), ora_JP=EndpointServerData(ping=548, connections=ConnectionAttempts(success=1081, fail=6160), uptime=14.0%), ms_HK=EndpointServerData(ping=522, connections=ConnectionAttempts(success=555, fail=6671), uptime=7.0%))",,"2022-11-02 00:03:56.0","2022-11-02 00:04:08.0",,,
103.175.237.9,3127,,,"[ProtocolDataType(type=http, port=3127, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=3127, tls=true, autoRead=[false])]",,true,"PT Marva Global Telekomunikasi",Indonesia,ID,-7.982600212097168,112.63079833984375,AS147121,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4583, connections=ConnectionAttempts(success=1145, fail=13361), uptime=7.0%), ora_UK=EndpointServerData(ping=2392, connections=ConnectionAttempts(success=794, fail=13742), uptime=5.0%), ora_JP=EndpointServerData(ping=4690, connections=ConnectionAttempts(success=1154, fail=13363), uptime=7.0%), ms_HK=EndpointServerData(ping=5222, connections=ConnectionAttempts(success=1194, fail=13353), uptime=8.0%))",,"2022-11-02 00:02:16.0","2022-11-02 00:06:08.0",,,
